name,occurrences,essays
"James Henry","25","Definizioni di territori: l'erotico (Il sesso e il riso);Quaderno americano;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;4. Visibilità;Pavese: essere e fare;Joseph Conrad scrittore poeta e uomo di mare;I capitani di Conrad;Dialogo di due scrittori in crisi;Henry James, Daisy Miller;I cinque tavoli di Stevenson;il dottor Jekyll tradotto da Fruttero & Lucentini;La sfida al labirinto;Fruttero & Lucentini, Il palio delle contrade morte;L'antitesi operaia;Porfiria di Silvina Ocampo;La filosofia di Raymond Queneau;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;11 fantastico nella letteratura italiana;Una nuova collana: i «Centopagine» Einaudi;La «Biblioteca romantica» Mondadori;Definizioni di territori: il fantastico;Diario americano 1960;"
"James William","1","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;"
"Janovic Strada Clara","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Jansz Post Franz","1","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;"
"Jaquet-Droz Henri-Louis","2","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;"
"Jaquet-Droz Pierre","3","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;"
"Jarrell Randall","2","L'antitesi operaia;Marianne Moore;"
"Jarry Alfred","8","Definizioni di territori: il comico;Una mostra di William Turner;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Due interviste su scienza e letteratura;Al di là della paura;Tre correnti del romanzo italiano d'oggi;5. Molteplicità;Un'amara serenità;In memoria di Sergio Solmi;L'antitesi operaia;La filosofia di Raymond Queneau;Colloquio con Ferdinando Camon;"
"JaspersKarl","2","L'antitesi operaia;Porfiria di Silvina Ocampo;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Jefferson Thomas","1","Cartoline dall'America;"
"Jefford Barbara","1","Filosofia e letteratura;E la nave va di Federico Fellini;"
"Jerome Jerome Klapka","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Jesi Maria","1","Pavese: essere e fare;La linea d'ombra di Joseph Conrad;"
"Johnson Uwe","4","La sfida al labirinto;Le poesie politiche di Pavese;Non darò più fiato alle trombe;I fidi della mezzanotte di Salman Rushdie;Vittorini: progettazione e letteratura;Libri di cavalleria: Tírant lo Blanc;Filosofia e letteratura;Quattro domande sul cinema italiano;"
"Joliot-Curie FreÃÅdeÃÅric","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Elezioni e cultura;"
"Jolles AndreÃÅ","4","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"JonesJim","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Le età dell'uomo;"
"Joppolo Beniamino","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Jotti Nilde","1","Un'amara serenità;Gianni Rodari;"
"Jovine Francesco","1","Un'amara serenità;Ricordo di Fortunato Seminara;"
"JoyceJames","25","L'antitesi operaia;Perec, La vita istruzioni per l'uso;Natura e storia nel romanzo;La Colonna Traiana raccontata;La città scritta: epigrafi e graffiti;Il mare dell'oggettività;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;4. Visibilità;La sfida al labirinto;Carlo Levi, Il quaderno a cancelli;L'altrui mestiere di Primo Levi;Filosofia e letteratura;Quattro domande sul cinema italiano;5. Molteplicità;II Pasticciaccio;Manniano all'incontrario;Raymond Queneau, Pierrot amico mio;La filosofia di Raymond Queneau;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;Il libro, i libri;Mondo scritto e mondo non scritto;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;La macchina spasmodica;Cartoline dall'America;"
"Joyce Stanislaus","1","La macchina spasmodica;Cartoline dall'America;"
"J6zsef Attila","1","La sfida al labirinto;Primo Levi, La ricerca delle radici;"
"Juana IneÃÅs de la Cruz","1","L'antitesi operaia;Omaggio a Octavio Paz;"
"Jung Carl Gustav","3","Tre correnti del romanzo italiano d'oggi;2. Rapidità;4. Visibilità;Ricordo di Bobi Bazlen;"
"Kafka Franz","27","L'antitesi operaia;Perec, La vita istruzioni per l'uso;Natura e storia nel romanzo;Prima dell'alfabeto;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;La sfida al labirinto;L'altrui mestiere di Primo Levi;Filosofia e letteratura;Glí amori difficili dei romanzi coi film;Definizioni di territori: il fantastico;Diario americano 1960;I livelli della realtà in letteratura;il dottor Jekyll tradotto da Fruttero & Lucentini;Manniano all'incontrario;Pasternak e la rivoluzione;Raymond Queneau, Pierrot amico mio;La filosofia di Raymond Queneau;Non darò più fiato alle trombe;Le botteghe color cannella di Bruno Schulz;L'italiano, una lingua tra le altre lingue;Letteratura, città aperta?;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;11 fantastico nella letteratura italiana;La «Einaudi Biblioteca Giovani»;Perché leggere i classici;Mondo scritto e mondo non scritto;Per Fourier: 1. La società amorosa;Intervista di Alberto Arbasino;Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;Intervista di Maria Corti;"
"Kaiser Georg","1","La sfida al labirinto;Silvio Micheli, Pane duro;"
"Kandinskij Vasilij","3","Natura e storia nel romanzo;La Colonna Traiana raccontata;Il mare dell'oggettività;Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);"
"Kant Immanuel","11","Due interviste su scienza e letteratura;La questione morale;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;Tre correnti del romanzo italiano d'oggi;3. Esattezza;5. Molteplicità;La «belle époque» inaspettata;II cielo, l'uomo, l'elefante (su Plinio il Vecchio);La sfida al labirinto;La Meditazione milanese;II Pasticciaccio;L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"Karinthy Frigyes","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Kashkin J.","1","L'antitesi operaia;Hemingway e noi;"
"Keaton Buster","3","Natura e storia nel romanzo;Il sigaro di Groucho;Mark Twain, L'uomo che corruppe Hadleyburg;Cecchi in Messico;"
"KeatsJohn","1","La sfida al labirinto;L'oceano e il ragazzo di Giuseppe Conte;"
"Keeler Christine","1","Vittorini: progettazione e letteratura;Corrispondenza con Angelo Guglielmi a proposito della Sfida al labirinto;"
"Kennedy John Fitzgerald","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Turbare l'universo di Freeman Dyson;Cartoline dall'America;"
"Keplero (JohannesKepler)","4","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;Il mare dell'oggettività;La luce negli occhi;Dialogo di due scrittori in crisi;Il libro della natura in Galileo;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Kerenskij Aleksandr Fedorovic","1","L'antitesi operaia;Pasternak e la rivoluzione;"
"KerouacJack","1","Vittorini: progettazione e letteratura;La «tematica industriale»;"
"Kettle Arnold","1","Dialogo di due scrittori in crisi;Charles Dickens, Our Mutuai Friend;"
"King Martin Luther","8","Cartoline dall'America;La macchina spasmodica;"
"Kipling Rudyard","10","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;Tre correnti del romanzo italiano d'oggi;4. Visibilità;Pavese: essere e fare;La linea d'ombra di Joseph Conrad;Ricordo di Emilio Cecchi;L'antitesi operaia;Hemingway e noi;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;L'antilingua;Le fiabe africane;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;Il mondo alla rovescia;Cartoline dall'America;"
"Kirk Robert","4","Il mare dell'oggettività;La geografia delle fate;"
"Kirov (Sergei Mironovic Kostrikov)","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Kissinger Henry","1","Il rapporto con la luna;Il potente intercambiabile;"
"Klee Paul","12","L'antitesi operaia;Omaggio a Octavio Paz;Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);"
"Kleist Heinrich von","3","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;Dialogo di due scrittori in crisi;Denis Diderot, Jacques le fataliste;Due interviste su scienza e letteratura;Del prendere posizione;"
"Klibansky Raymond","1","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;"
"Klossowski Pierre","4","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;Scritti di politica e costume;Pavese: essere e fare;La città-romanzo in Balzac;L'antitesi operaia;La filosofia di Raymond Queneau;"
"Knox Robert","2","il dottor Jekyll tradotto da Fruttero & Lucentini;"
"Koch Pietro","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Koestler Arthur","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Sono stato stalinista anch'io?;"
"Kogan Vivian","1","Non darò più fiato alle trombe;Queneau e I fiori blu;"
"KojeÃÄve Alexandre","8","L'antitesi operaia;La filosofia di Raymond Queneau;Non darò più fiato alle trombe;Queneau e I fiori blu;"
"Kolmogorov Andrej Nikolaevic","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Krafft-Ebing Richard von","1","Per Fourier: 1. La società amorosa;Le virtù sorridenti (per Ada Gobetti);"
"KrausKarl","1","Roberto Calasso, La rovina di Kasch;"
"Kris Ernst","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fauste nozze;"
"KristevaJulia","1","Il mondo alla rovescia;Cartoline dall'America;"
"Kuiper Gerard Peter","1","Un deserto in più;"
"Kundera Milan","10","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Dialogo di due scrittori in crisi;Denis Diderot, Jacques le fataliste;L'antitesi operaia;L'insostenibile leggerezza dell'essere di Milan Kundera;"
"Kurosawa Akira","3","Filosofia e letteratura;Kagemusha di Akira Kurosawa;"
"LacanJacques","2","Natura e storia nel romanzo;Ditelo coi nodi;Colloquio con Ferdinando Camon;"
"La Cava Mario","1","Un'amara serenità;Ricordo di Fortunato Seminara;"
"Laclos Pierre Ambroise FrancÃßois Choderlos de","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Lac6te Felix","1","Natura e storia nel romanzo;I livelli della realtà in letteratura;"
"Lafayette Mme de (Marie Magdeleine Pioche de la Vergne)","1","Dialogo di due scrittori in crisi;Gustave Flaubert, Trois contes;"
"La FontaineJean de","2","L'antitesi operaia;Marianne Moore;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"LaforgueJules","1","L'antitesi operaia;Raymond Queneau, Pierrot amico mio;"
"La Guardia Fiorello","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;La sfida al labirinto;Carlo Levi, Il quaderno a cancelli;L'altrui mestiere di Primo Levi;"
"Lajolo Davide (detto Ulisse)","3","La sfida al labirinto;Le poesie politiche di Pavese;L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;Per Fourier: 2. L'ordinatore dei desideri;Gli anni dell'«Unità»;"
"Lalande Joseph JeÃÅr6me","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Descrizioni e reportages;"
"Lamartine Alphonse Marie Louis de","1","La sfida al labirinto;Giovanni Macchia, Le rovine di Parigi;"
"Lamb Charles","1","La redenzione degli oggetti;"
"Lambrakis Grigoris","2","Fuori le mura dí Vassílikós;"
"Lamennais Hugues FeÃÅliciteÃÅ Robert","1","Natura e storia nel romanzo;Un romanzo dentro un quadro;"
"LamettrieJulien Offray de","3","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Intervista di Maria Corti;Giammaria Ortes;La sfida al labirinto;Giovanni Macchia, Le rovine di Parigi;"
"Landolfi Tommaso","23","Tre correnti del romanzo italiano d'oggi;5. Molteplicità;Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;La sfida al labirinto;Fruttero & Lucentini, Il palio delle contrade morte;L'esattezza e il caso (per Tommaso Landolfi);L'antitesi operaia;Felisberto Hernàndez, Nessuno accendeva le lampade;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Un'antologia di racconti «neri»;La «Biblioteca romantica» Mondadori;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Situazione 1978;"
"Landru Henri DeÃÅsireÃÅ","2","Natura e storia nel romanzo;Le meraviglie della cronaca nera;Filosofia e letteratura;Charlot e i finti tonti;"
"Lang .Andrew","1","Mark Twain, L'uomo che corruppe Hadleyburg;"
"Lanza Francesco","7","Vittorini: progettazione e letteratura;Mimi siciliani di Francesco Lanza;La tradizione popolare nelle fiabe;"
"Laplace Pierre Simon","1","Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"Larbaud ValeÃÅry","1","L'antitesi operaia;Perec, La vita istruzioni per l'uso;"
"Lascault Gilbert","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Lattarulo Leonardo","3","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;Gian Carlo Ferretti, Il best-seller all'italiana;"
"Laurei Stan","2","Gianni Celati, Comiche;"
"Laurent MeÃÅry","1","Natura e storia nel romanzo;Scrittori che disegnano;"
"LautreÃÅamont-conte di (Isidore Lucien Ducasse)","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lettera di dimissioni dal P.C.I.;Lo sguardo da lontano di Claude Lévi-Strauss;"
"LavaterJohannKaspar","1","Film e romanzo;"
"Lawrence David Herbert","6","Natura e storia nel romanzo;Il museo dei mostri di cera;Definizioni di territori: l'erotico (Il sesso e il riso);Diario dell'ultimo venuto;Pavese e i sacrifici umani;L'antitesi operaia;Hemingway e noi;Manniano all'incontrario;Cartoline dall'America;"
"Lawrence Thomas Edward","2","Natura e storia nel romanzo;Il museo dei mostri di cera;La «belle époque» inaspettata;Senofonte, Anabasi;"
"Layzer David","3","Per chi si scrive? (Lo scaffale ipotetico);Palomar e i modelli cosmologici;"
"Leach Edmund","2","Vittorini: progettazione e letteratura;Palomar e l'enciclopedia;"
"Lear Edgar","1","Definizioni di territori: il comico;Una mostra di William Turner;"
"Lear Edward","2","Natura e storia nel romanzo;Scrittori che disegnano;Il mare dell'oggettività;L'enciclopedia d'un visionario;"
"Le Corbusier (Charles EÃÅdouard Jeanneret)","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;"
"Ledoux Claude Nicolas","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;"
"Lee Vernon","3","La redenzione degli oggetti;Il mare dell'oggettività;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;"
"Lee Vernon (Violet Paget)","1","La sfida al labirinto;Fruttero & Lucentini, Il palio delle contrade morte;"
"Le FanuJoseph Sheridan","1","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;"
"LeÃÅger Fernand","2","La sfida al labirinto;Carlo Levi, Il quaderno a cancelli;Definizioni di territori: l'erotico (Il sesso e il riso);I classici al Motel;"
"Le GoffJacques","1","La città pensata: la misura degli spazi;"
"Lehar Franz","1","Filosofia e letteratura;Glí amori difficili dei romanzi coi film;"
"Lehouck Emile","2","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;"
"Leibniz Gottfried Wilhelm von","10","La macchina spasmodica;Cartoline dall'America;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;5. Molteplicità;Dialogo di due scrittori in crisi;Denis Diderot, Jacques le fataliste;La sfida al labirinto;La Meditazione milanese;II Pasticciaccio;Ilya Prigogine e Isabelle Stengers, La nuova alleanza;"
"Leiris Michel","4","Tre correnti del romanzo italiano d'oggi;2. Rapidità;L'antitesi operaia;Biffures di Michel Leiris;La filosofia di Raymond Queneau;"
"Le Lionnais FrancÃßois","1","La filosofia di Raymond Queneau;"
"Lely Gilbert","1","Filosofia e letteratura;Sade è dentro di noi (Pasolini, Salò);"
"Lenin Nikolaj (Vladimir Il'i√®' Uljanov)","13","Pavese: essere e fare;I piccoli uomini di Anton Cechov;I capitani di Conrad;L'antitesi operaia;Pasternak e la rivoluzione;L'italiano, una lingua tra le altre lingue;Saremo come Omero!;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Taccuino di viaggio nell'Unione Sovietica;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Cartoline dall'America;Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Sono stato stalinista anch'io?;"
"Leonardo da Vinci","21","Natura e storia nel romanzo;Per Fourier: 3. Commiato. L'utopia pulviscolare;Le effimere nella fortezza;Il mare dell'oggettività;La luce negli occhi;Le avventure di tre orologiai e di tre automi;Tre correnti del romanzo italiano d'oggi;3. Esattezza;Pavese: essere e fare;Gerolamo Cardano;L'antitesi operaia;Francis Ponge;Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;Furti ad arte (conversazione con Tullio Pericoli);Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Leone Giovanni","2","Due interviste su scienza e letteratura;Rispettoso promemoria per mille Grandi Elettori;"
"Leonetti Francesco","5","La sfida al labirinto;L'oceano e il ragazzo di Giuseppe Conte;Eugenio Montale, Forse un mattino andando;Non darò più fiato alle trombe;La filosofia di Raymond Queneau;Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);Colloquio con Ferdinando Camon;"
"Leopardi Carlo","1","La città pensata: la misura degli spazi;"
"Leopardi Giacomo","36","Natura e storia nel romanzo;I Promessi Sposi: il romanzo dei rapporti di forza;Filosofia e letteratura;Su Pasolini: una risposta a Moravia;Il rapporto con la luna;Del mantenere la calma;Due interviste su scienza e letteratura;Al di là della paura;La città pensata: la misura degli spazi;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;2. Rapidità;3. Esattezza;La «belle époque» inaspettata;Poe tradotto da Manganelli;La conoscenza pulviscolare in Stendhal;La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);Eugenio Montale, Forse un mattino andando;Lo scoglio di Montale;Un'amara serenità;In memoria di Sergio Solmi;L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Un'antologia di racconti «neri»;Perché leggere i classici;II romanzo come spettacolo;Palomar nel Massachusetts;Colloquio con Carlo Bo;"
"Leopardi Monaldo","1","Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Leopardi Paolina","3","La città pensata: la misura degli spazi;Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Leopoldo I-imperatore d'Austria","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Lermontov Michail JuÃÄr'evi√®'","2","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Leroi-Gourhan AndreÃÅ","1","Il mare dell'oggettività;L'enciclopedia d'un visionario;"
"LeschotJean-FreÃÅdeÃÅric","2","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;"
"Leskov Nikolaj Semenovi√®'","6","Tre correnti del romanzo italiano d'oggi;4. Visibilità;Appendice: Cominciare e finire;La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;11 fantastico nella letteratura italiana;"
"Levi Carlo","39","La sfida al labirinto;Pavese in tre libri;L'antitesi operaia;Jorge Luis Borges;Tre correnti del romanzo italiano d'oggi;3. Esattezza;2. Rapidità;Ricordo di Bobi Bazlen;Carlo Levi, Paura della libertà;il futuro ha un cuore antico di Carlo Levi;La compresenza dei tempi;Carlo Levi, Il quaderno a cancelli;Francis Ponge;L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;Vittorini: progettazione e letteratura;Libri per la discussione;Letteratura e potere (su un saggio di Alberto Asor Rosa);Litografie di Levi;Carlo Levi, un discorso totale;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Ricordo di Scotellaro;La follia del mirino;Grassi e magri;Taccuino di viaggio nell'Unione Sovietica;II romanzo come spettacolo;Palomar nel Massachusetts;"
"Levi Cavaglione Pino","1","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Levi Primo","14","il dottor Jekyll tradotto da Fruttero & Lucentini;La sfida al labirinto;Primo Levi, La ricerca delle radici;L'altrui mestiere di Primo Levi;L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;Perché scrivete?;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Franco Antonicelli;"
"LeÃÅvi-Strauss Claude","23","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lo sguardo da lontano di Claude Lévi-Strauss;Roberto Calasso, La rovina di Kasch;Cecchi in Messico;La sfida al labirinto;Fruttero & Lucentini, Il palio delle contrade morte;La mappa delle metafore (Il Pentamerone di G.B. Basile);Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;Colloquio con Ferdinando Camon;"
"LevyEliphas","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;"
"Lewis Clive Staples","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"LewisJerry","1","il dottor Jekyll tradotto da Fruttero & Lucentini;"
"Lewis Matthew Gregory","1","Vittorini: progettazione e letteratura;Castelli di delizie e castelli del terrore;"
"Lewis Sinclair","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"LheÃÅritier Mlle","1","L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;"
"Liceti Fortunio","1","Dialogo di due scrittori in crisi;Il libro della natura in Galileo;"
"Lichtenberg Georg Christoph","2","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Bibliografia della critica;Tre correnti del romanzo italiano d'oggi;5. Molteplicità;"
"Licimnio","1","La sfida al labirinto;Primo Levi, La ricerca delle radici;"
"Lidice BeneÃÄs Barton","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Linati Carlo","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Lincoln Abraham","1","La macchina spasmodica;Cartoline dall'America;"
"Lionni Leo","1","Il mare dell'oggettività;L'enciclopedia d'un visionario;"
"Lipparini Giuseppe","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Lisi Nicola","2","La sfida al labirinto;Carlo Levi, Paura della libertà;Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Livingstone David","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Llevelyn Richard","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Llull Ramon","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Vittorini: progettazione e letteratura;Il libro, i libri;"
"LockeJohn","1","La sfida al labirinto;La Meditazione milanese;"
"Loiseau Dominique","1","Il mare dell'oggettività;Le avventure di tre orologiai e di tre automi;"
"Lollobrigida Gina","1","Filosofia e letteratura;La paura di sbagliare;"
"Lombardi Satriani Raffaele","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Lombroso Cesare","1","La sfida al labirinto;il futuro ha un cuore antico di Carlo Levi;"
"Lomonosov Michail Vasil'evic","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"London Jack","5","Pavese: essere e fare;Joseph Conrad scrittore poeta e uomo di mare;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;Una sfida a flip;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Il mondo alla rovescia;Cartoline dall'America;"
"Longanesi Leo","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Vittorio Metz;"
"Longhi Roberto","1","Ricordo di Emilio Cecchi;"
"Longo Luigi","2","Due interviste su scienza e letteratura;Il senso della durezza;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;L'estate del '56;"
"Loria Antonio","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Loria Arturo","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Lorrain Claude GelleÃÅe","2","Il mare dell'oggettività;La luce negli occhi;Definizioni di territori: il comico;Una mostra di William Turner;"
"Lotfollah","1","Tre correnti del romanzo italiano d'oggi;il mihrab;"
"Loti Pierre","2","Natura e storia nel romanzo;Scrittori che disegnano;Vittorini: progettazione e letteratura;L'avventura sottomarina;"
"LotmanJurij Michailovic","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Lotto Lorenzo","4","La squadratura (per Giulio Paolini);"
"Loubet EÃÅmile","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Esami;"
"Lovecraft Howard Phillips","1","Reinhoud;"
"Lowry Malcolm","1","Cecchi in Messico;"
"Loyola Ignacio de","3","Tre correnti del romanzo italiano d'oggi;4. Visibilità;"
"Lubitsch Ernst","1","La città pensata: la misura degli spazi;"
"LucentiniFranco","14","il dottor Jekyll tradotto da Fruttero & Lucentini;La sfida al labirinto;Fruttero & Lucentini, Il palio delle contrade morte;L'antitesi operaia;Jorge Luis Borges;Vittorini: progettazione e letteratura;Gian Carlo Ferretti, Il best-seller all'italiana;"
"Luciano di Samosata","4","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;La «belle époque» inaspettata;Poe tradotto da Manganelli;Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Lucrezio Caro Tito","15","Il mare dell'oggettività;La luce negli occhi;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;2. Rapidità;5. Molteplicità;La «belle époque» inaspettata;Ovidio e la contiguità universale;La sfida al labirinto;Primo Levi, La ricerca delle radici;Vittorini: progettazione e letteratura;Perché leggere i classici;Ilya Prigogine e Isabelle Stengers, La nuova alleanza;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"Luigi Filippo d ' OrleÃÅans- re di Francia","6","Natura e storia nel romanzo;Un romanzo dentro un quadro;Pavese: essere e fare;Honoré de Balzac, I piccoli borghesi;Roberto Calasso, La rovina di Kasch;"
